"concept_id","concept_code","vocabulary_id","codeset","concept_name"
36411246,"OMOP3103288","50 ML Milrinone 0.4 MG/ML Injectable Solution Box of 1","pressors","50 ML Milrinone 0.4 MG/ML Injectable Solution Box of 1"
36411247,"OMOP3103289","50 ML Milrinone 0.4 MG/ML Injectable Solution","pressors","50 ML Milrinone 0.4 MG/ML Injectable Solution"
36411264,"OMOP3103306","50 ML Milrinone 0.2 MG/ML Injectable Solution Box of 1","pressors","50 ML Milrinone 0.2 MG/ML Injectable Solution Box of 1"
36411287,"OMOP3103329","50 ML Dopamine 4 MG/ML Injectable Solution","pressors","50 ML Dopamine 4 MG/ML Injectable Solution"
36411289,"OMOP3103331","50 ML Milrinone 0.6 MG/ML Injectable Solution Box of 1","pressors","50 ML Milrinone 0.6 MG/ML Injectable Solution Box of 1"
36411307,"OMOP3103349","50 ML Dopamine 4 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 4 MG/ML Injectable Solution Box of 1"
36412192,"OMOP3104234","250 ML Dopamine 1.6 MG/ML Injectable Solution Box of 1 by Abbott","pressors","250 ML Dopamine 1.6 MG/ML Injectable Solution Box of 1 by Abbott"
36412202,"OMOP3104244","250 ML Dopamine 1.6 MG/ML Injectable Solution by Abbott","pressors","250 ML Dopamine 1.6 MG/ML Injectable Solution by Abbott"
36412215,"OMOP3104257","250 ML Dopamine 1.6 MG/ML Injectable Solution Box of 1","pressors","250 ML Dopamine 1.6 MG/ML Injectable Solution Box of 1"
36412218,"OMOP3104260","250 ML Dopamine 1.6 MG/ML Injectable Solution","pressors","250 ML Dopamine 1.6 MG/ML Injectable Solution"
36418514,"OMOP4760822","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1"
36418515,"OMOP4760823","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]","pressors","20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]"
36420031,"OMOP4762318","Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1","pressors","Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1"
36420032,"OMOP4762319","Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]","pressors","Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex]"
36420033,"OMOP4762320","Dobutamine Injectable Suspension [Dobutrex]","pressors","Dobutamine Injectable Suspension [Dobutrex]"
36505689,"OMOP4836296","50 ML Dobutamine 5 MG/ML Injectable Solution by Carinopharm","pressors","50 ML Dobutamine 5 MG/ML Injectable Solution by Carinopharm"
36779581,"OMOP4767937","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex]","pressors","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex]"
36779626,"OMOP4767935","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10 by Mylan","pressors","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10 by Mylan"
36779627,"OMOP4767936","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10"
36779628,"OMOP4767938","20 ML Dobutamine 12.5 MG/ML Intravenous Solution Box of 10","pressors","20 ML Dobutamine 12.5 MG/ML Intravenous Solution Box of 10"
36779629,"OMOP4767939","20 ML Dobutamine 12.5 MG/ML Intravenous Solution","pressors","20 ML Dobutamine 12.5 MG/ML Intravenous Solution"
36780231,"OMOP4768534","10 ML Milrinone 1 MG/ML Intravenous Solution Box of 10","pressors","10 ML Milrinone 1 MG/ML Intravenous Solution Box of 10"
36780232,"OMOP4768535","10 ML Milrinone 1 MG/ML Intravenous Solution","pressors","10 ML Milrinone 1 MG/ML Intravenous Solution"
36784347,"OMOP4772631","Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10","pressors","Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10"
36784348,"OMOP4772632","Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex]","pressors","Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex]"
36784349,"OMOP4772633","Dobutamine 12.5 MG/ML Intravenous Solution Box of 10","pressors","Dobutamine 12.5 MG/ML Intravenous Solution Box of 10"
36784350,"OMOP4772634","Dobutamine 12.5 MG/ML Intravenous Solution","pressors","Dobutamine 12.5 MG/ML Intravenous Solution"
36784351,"OMOP4772635","Dobutamine Intravenous Solution [Dobutrex]","pressors","Dobutamine Intravenous Solution [Dobutrex]"
36784352,"OMOP4772636","Dobutamine Intravenous Solution","pressors","Dobutamine Intravenous Solution"
36786988,"OMOP4775564","Milrinone Intravenous Solution","pressors","Milrinone Intravenous Solution"
36787297,"OMOP4775562","Milrinone 1 MG/ML Intravenous Solution Box of 10","pressors","Milrinone 1 MG/ML Intravenous Solution Box of 10"
36787298,"OMOP4775563","Milrinone 1 MG/ML Intravenous Solution","pressors","Milrinone 1 MG/ML Intravenous Solution"
36808873,"OMOP4822913","10 ML Milrinone 1 MG/ML Injection Box of 10 by Wockhardt","pressors","10 ML Milrinone 1 MG/ML Injection Box of 10 by Wockhardt"
36808883,"OMOP4822923","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Stragen","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Stragen"
36808895,"OMOP4822935","10 ML Milrinone 1 MG/ML Injection by Stragen","pressors","10 ML Milrinone 1 MG/ML Injection by Stragen"
36808901,"OMOP4823019","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10 by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10 by Sanofi"
36808909,"OMOP4822948","10 ML Milrinone 1 MG/ML Injection by Wockhardt","pressors","10 ML Milrinone 1 MG/ML Injection by Wockhardt"
36808915,"OMOP4822954","10 ML Milrinone 1 MG/ML Injection [Primacor] by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor] by Sanofi"
36808924,"OMOP4822963","10 ML Milrinone 1 MG/ML Injection [Primacor]","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor]"
36808942,"OMOP4822980","10 ML Milrinone 1 MG/ML Injectable Solution by Stragen","pressors","10 ML Milrinone 1 MG/ML Injectable Solution by Stragen"
36808946,"OMOP4823025","10 ML Milrinone 1 MG/ML Injection Box of 5 by Peckforton","pressors","10 ML Milrinone 1 MG/ML Injection Box of 5 by Peckforton"
36808949,"OMOP4822986","10 ML Milrinone 1 MG/ML Injection Box of 10 by Stragen","pressors","10 ML Milrinone 1 MG/ML Injection Box of 10 by Stragen"
36808978,"OMOP4823015","10 ML Milrinone 1 MG/ML Injection Box of 5","pressors","10 ML Milrinone 1 MG/ML Injection Box of 5"
36808979,"OMOP4823016","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10"
36808990,"OMOP4823029","10 ML Milrinone 1 MG/ML Injection by Peckforton","pressors","10 ML Milrinone 1 MG/ML Injection by Peckforton"
36811509,"OMOP4825544","Milrinone 1 MG/ML Injection [Primacor]","pressors","Milrinone 1 MG/ML Injection [Primacor]"
36813521,"OMOP4827552","Milrinone 1 MG/ML Injection [Primacor] Box of 10","pressors","Milrinone 1 MG/ML Injection [Primacor] Box of 10"
36814576,"OMOP4828616","Milrinone Injection [Primacor]","pressors","Milrinone Injection [Primacor]"
36814674,"OMOP4828714","Milrinone 1 MG/ML Injection Box of 5","pressors","Milrinone 1 MG/ML Injection Box of 5"
36879550,"OMOP994389","Dobutamine 28 MG/ML","pressors","Dobutamine 28 MG/ML"
36879551,"OMOP1006962","Dobutamine 14 MG/ML","pressors","Dobutamine 14 MG/ML"
36879865,"OMOP990346","Dobutamine Prefilled Syringe","pressors","Dobutamine Prefilled Syringe"
36880521,"OMOP1003761","Dobutamine 5 MG/ML","pressors","Dobutamine 5 MG/ML"
36881070,"OMOP987927","Dopamine 10 MG/ML Injection","pressors","Dopamine 10 MG/ML Injection"
36882038,"OMOP988577","Dopamine 20 MG/ML Injection","pressors","Dopamine 20 MG/ML Injection"
36882933,"OMOP996470","Dobutamine 5.6 MG/ML Injectable Solution","pressors","Dobutamine 5.6 MG/ML Injectable Solution"
36883927,"OMOP988712","Dobutamine 28 MG/ML Injectable Solution","pressors","Dobutamine 28 MG/ML Injectable Solution"
36885592,"OMOP1004460","Milrinone Injectable Solution","pressors","Milrinone Injectable Solution"
36885798,"OMOP992855","Milrinone 1 MG/ML Injectable Solution","pressors","Milrinone 1 MG/ML Injectable Solution"
36885858,"OMOP991122","Dopamine 10 MG/ML Prefilled Syringe","pressors","Dopamine 10 MG/ML Prefilled Syringe"
36888224,"OMOP1001165","Dobutamine 11.2 MG/ML","pressors","Dobutamine 11.2 MG/ML"
36888783,"OMOP991102","Dobutamine 11.2 MG/ML Injectable Solution","pressors","Dobutamine 11.2 MG/ML Injectable Solution"
36888784,"OMOP1000115","Dobutamine 12.5 MG/ML Prefilled Syringe","pressors","Dobutamine 12.5 MG/ML Prefilled Syringe"
36889781,"OMOP991623","Dopamine 40 MG/ML Prefilled Syringe Box of 50","pressors","Dopamine 40 MG/ML Prefilled Syringe Box of 50"
36889782,"OMOP994696","Dobutamine 14 MG/ML Injection Box of 5","pressors","Dobutamine 14 MG/ML Injection Box of 5"
36890769,"OMOP993704","Dopamine 5 MG/ML Injection","pressors","Dopamine 5 MG/ML Injection"
36892183,"OMOP1007243","Dobutamine 5.6 MG/ML","pressors","Dobutamine 5.6 MG/ML"
36892742,"OMOP1003851","Dopamine 5 MG/ML Prefilled Syringe","pressors","Dopamine 5 MG/ML Prefilled Syringe"
36894661,"OMOP994463","Dobutamine 14 MG/ML Injection","pressors","Dobutamine 14 MG/ML Injection"
36895352,"OMOP994094","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 50","pressors","5 ML Dopamine 40 MG/ML Prefilled Syringe Box of 50"
36895563,"OMOP995768","10 ML Milrinone 1 MG/ML Injectable Solution","pressors","10 ML Milrinone 1 MG/ML Injectable Solution"
36895678,"OMOP988899","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe","pressors","20 ML Dobutamine 12.5 MG/ML Prefilled Syringe"
36895725,"OMOP1000282","20 ML Dobutamine 14 MG/ML Injection","pressors","20 ML Dobutamine 14 MG/ML Injection"
36895733,"OMOP996523","20 ML Dobutamine 14 MG/ML Injection Box of 5","pressors","20 ML Dobutamine 14 MG/ML Injection Box of 5"
36895964,"OMOP991777","50 ML Dobutamine 5.6 MG/ML Injectable Solution","pressors","50 ML Dobutamine 5.6 MG/ML Injectable Solution"
36895982,"OMOP990899","50 ML Dopamine 5 MG/ML Injection","pressors","50 ML Dopamine 5 MG/ML Injection"
36895987,"OMOP1003206","50 ML Dobutamine 11.2 MG/ML Injectable Solution","pressors","50 ML Dobutamine 11.2 MG/ML Injectable Solution"
36896073,"OMOP990194","50 ML Dopamine 10 MG/ML Injection","pressors","50 ML Dopamine 10 MG/ML Injection"
37003084,"2399906","vasopressin (USP) 0.4 UNT/ML","pressors","vasopressin (USP) 0.4 UNT/ML"
37003085,"2399908","vasopressin (USP) 0.4 UNT/ML [Vasostrict]","pressors","vasopressin (USP) 0.4 UNT/ML [Vasostrict]"
37003086,"2399910","vasopressin (USP) 0.4 UNT/ML Injection","pressors","vasopressin (USP) 0.4 UNT/ML Injection"
37003087,"2399911","vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict]","pressors","vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict]"
37003088,"2399912","vasopressin (USP) 0.6 UNT/ML","pressors","vasopressin (USP) 0.6 UNT/ML"
37003089,"2399914","vasopressin (USP) 0.6 UNT/ML [Vasostrict]","pressors","vasopressin (USP) 0.6 UNT/ML [Vasostrict]"
37003090,"2399916","vasopressin (USP) 0.6 UNT/ML Injection","pressors","vasopressin (USP) 0.6 UNT/ML Injection"
37003091,"2399917","vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict]","pressors","vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict]"
37003623,"2399907","100 ML vasopressin (USP) 0.4 UNT/ML Injection","pressors","100 ML vasopressin (USP) 0.4 UNT/ML Injection"
37003624,"2399909","100 ML vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict]","pressors","100 ML vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict]"
37003625,"2399913","100 ML vasopressin (USP) 0.6 UNT/ML Injection","pressors","100 ML vasopressin (USP) 0.6 UNT/ML Injection"
37003626,"2399915","100 ML vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict]","pressors","100 ML vasopressin (USP) 0.6 UNT/ML Injection [Vasostrict]"
37499144,"2283529","dobutamine 12.5 MG/ML Injectable Solution","pressors","dobutamine 12.5 MG/ML Injectable Solution"
37499146,"2283531","dobutamine 12.5 MG/ML [Dobutrex]","pressors","dobutamine 12.5 MG/ML [Dobutrex]"
37499147,"2283532","dobutamine Injectable Solution [Dobutrex]","pressors","dobutamine Injectable Solution [Dobutrex]"
37499148,"2283533","Dobutrex Injectable Product","pressors","Dobutrex Injectable Product"
37499149,"2283534","dobutamine 12.5 MG/ML Injectable Solution [Dobutrex]","pressors","dobutamine 12.5 MG/ML Injectable Solution [Dobutrex]"
40031956,"377100","dopamine Injectable Solution","pressors","dopamine Injectable Solution"
40035704,"374370","dobutamine Injectable Solution","pressors","dobutamine Injectable Solution"
40035704,"374370","dobutamine Injectable Solution","pressors","dobutamine Injectable Solution"
40038600,"372030","epinephrine Injectable Solution","pressors","epinephrine Injectable Solution"
40074086,"373369","phenylephrine Injectable Solution","pressors","phenylephrine Injectable Solution"
40087301,"374283","vasopressin (USP) Injectable Solution","pressors","vasopressin (USP) Injectable Solution"
40087302,"363284","vasopressin (USP) Injectable Solution [Pitressin]","pressors","vasopressin (USP) Injectable Solution [Pitressin]"
40087303,"374284","vasopressin (USP) Injectable Suspension","pressors","vasopressin (USP) Injectable Suspension"
40141037,"727842","dopamine Prefilled Syringe","pressors","dopamine Prefilled Syringe"
40240694,"1114873","dopamine hydrochloride 160 MG/ML","pressors","dopamine hydrochloride 160 MG/ML"
40240695,"1114874","5 ML dopamine hydrochloride 160 MG/ML Injection","pressors","5 ML dopamine hydrochloride 160 MG/ML Injection"
40240699,"1114879","dopamine hydrochloride 40 MG/ML","pressors","dopamine hydrochloride 40 MG/ML"
40240703,"1114887","dopamine hydrochloride 80 MG/ML","pressors","dopamine hydrochloride 80 MG/ML"
40712098,"OMOP4745040","100 ML Dobutamine 1 MG/ML Injection Box of 10","pressors","100 ML Dobutamine 1 MG/ML Injection Box of 10"
40712099,"OMOP4745039","100 ML Dobutamine 1 MG/ML Injection Box of 1","pressors","100 ML Dobutamine 1 MG/ML Injection Box of 1"
40712100,"OMOP4745038","100 ML Dobutamine 1 MG/ML Injection","pressors","100 ML Dobutamine 1 MG/ML Injection"
40712101,"OMOP4745037","100 ML Dobutamine 1 MG/ML Injectable Solution Box of 10","pressors","100 ML Dobutamine 1 MG/ML Injectable Solution Box of 10"
40712102,"OMOP4745036","100 ML Dobutamine 1 MG/ML Injectable Solution Box of 1","pressors","100 ML Dobutamine 1 MG/ML Injectable Solution Box of 1"
40712103,"OMOP4745035","100 ML Dobutamine 1 MG/ML Injectable Solution","pressors","100 ML Dobutamine 1 MG/ML Injectable Solution"
40712104,"OMOP4745034","100 ML Dobutamine 5 MG/ML Injectable Solution Box of 10","pressors","100 ML Dobutamine 5 MG/ML Injectable Solution Box of 10"
40712105,"OMOP4745033","100 ML Dobutamine 5 MG/ML Injectable Solution Box of 1","pressors","100 ML Dobutamine 5 MG/ML Injectable Solution Box of 1"
40712106,"OMOP4745032","100 ML Dobutamine 5 MG/ML Injectable Solution","pressors","100 ML Dobutamine 5 MG/ML Injectable Solution"
40713259,"OMOP4743750","50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 10","pressors","50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 10"
40713260,"OMOP4743749","50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 1","pressors","50 ML Dobutamine 1.2 MG/ML Injectable Solution Box of 1"
40713261,"OMOP4743748","50 ML Dobutamine 1.2 MG/ML Injectable Solution","pressors","50 ML Dobutamine 1.2 MG/ML Injectable Solution"
40714142,"OMOP4743548","50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 19","pressors","50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 19"
40714143,"OMOP4743547","50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 1.2 MG/ML Injectable Solution Box of 1"
40714144,"OMOP4743546","50 ML Dopamine 1.2 MG/ML Injectable Solution","pressors","50 ML Dopamine 1.2 MG/ML Injectable Solution"
40714145,"OMOP4743545","50 ML Dopamine 2.4 MG/ML Injectable Solution Box of 19","pressors","50 ML Dopamine 2.4 MG/ML Injectable Solution Box of 19"
40714146,"OMOP4743544","50 ML Dopamine 2.4 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 2.4 MG/ML Injectable Solution Box of 1"
40714147,"OMOP4743543","50 ML Dopamine 2.4 MG/ML Injectable Solution","pressors","50 ML Dopamine 2.4 MG/ML Injectable Solution"
40714148,"OMOP4743542","50 ML Dopamine 0.6 MG/ML Injectable Solution Box of 19","pressors","50 ML Dopamine 0.6 MG/ML Injectable Solution Box of 19"
40714149,"OMOP4743541","50 ML Dopamine 0.6 MG/ML Injectable Solution Box of 1","pressors","50 ML Dopamine 0.6 MG/ML Injectable Solution Box of 1"
40714150,"OMOP4743540","50 ML Dopamine 0.6 MG/ML Injectable Solution","pressors","50 ML Dopamine 0.6 MG/ML Injectable Solution"
40715090,"OMOP4741900","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Wockhardt","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Wockhardt"
40715091,"OMOP4741899","10 ML Milrinone 1 MG/ML Injectable Solution Box of 5 by Peckforton","pressors","10 ML Milrinone 1 MG/ML Injectable Solution Box of 5 by Peckforton"
40715092,"OMOP4741898","10 ML Milrinone 1 MG/ML Injectable Solution by Peckforton","pressors","10 ML Milrinone 1 MG/ML Injectable Solution by Peckforton"
40715093,"OMOP4741897","10 ML Milrinone 1 MG/ML Injectable Solution by Wockhardt","pressors","10 ML Milrinone 1 MG/ML Injectable Solution by Wockhardt"
40715094,"OMOP4741896","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10 by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10 by Sanofi"
40715095,"OMOP4741895","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] Box of 10"
40715096,"OMOP4741894","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] by Sanofi","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor] by Sanofi"
40715097,"OMOP4741893","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor]","pressors","10 ML Milrinone 1 MG/ML Injectable Solution [Primacor]"
40716241,"OMOP4740902","5 ML Dopamine 40 MG/ML Injectable Solution Box of 50 by Pfizer","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 50 by Pfizer"
40716242,"OMOP4740901","5 ML Dopamine 40 MG/ML Injectable Solution Box of 5 by Pfizer","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 5 by Pfizer"
40716243,"OMOP4740900","5 ML Dopamine 40 MG/ML Injectable Solution by Pfizer","pressors","5 ML Dopamine 40 MG/ML Injectable Solution by Pfizer"
40729349,"OMOP4727672","Dobutamine 1 MG/ML Injection Box of 10","pressors","Dobutamine 1 MG/ML Injection Box of 10"
40729350,"OMOP4727671","Dobutamine 1 MG/ML Injection Box of 1","pressors","Dobutamine 1 MG/ML Injection Box of 1"
40729351,"OMOP4727670","Dobutamine 1 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 1 MG/ML Injectable Solution Box of 10"
40729352,"OMOP4727669","Dobutamine 1 MG/ML Injectable Solution Box of 1","pressors","Dobutamine 1 MG/ML Injectable Solution Box of 1"
40729353,"OMOP4727668","Dobutamine 1 MG/ML Injectable Solution","pressors","Dobutamine 1 MG/ML Injectable Solution"
40729357,"OMOP4727664","Dobutamine 1.2 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 1.2 MG/ML Injectable Solution Box of 10"
40729358,"OMOP4727663","Dobutamine 1.2 MG/ML Injectable Solution Box of 1","pressors","Dobutamine 1.2 MG/ML Injectable Solution Box of 1"
