concept_id,description,body_system,progressive
45533023,Type 2 diabetes mellitus with periodontal disease,endocrinological,no
45566731,Type 2 diabetes mellitus with other oral complications,endocrinological,no
45561949,Type 2 diabetes mellitus with hypoglycemia with coma,endocrinological,no
45591031,Type 2 diabetes mellitus with hypoglycemia without coma,endocrinological,no
45605405,Type 2 diabetes mellitus with hyperglycemia,endocrinological,no
45595799,Type 2 diabetes mellitus with other specified complication,endocrinological,no
45561951,Type 2 diabetes mellitus with unspecified complications,endocrinological,no
35206881,Type 2 diabetes mellitus with unspecified complications,endocrinological,no
45561952,Type 2 diabetes mellitus without complications,endocrinological,no
35206882,Type 2 diabetes mellitus without complications,endocrinological,no
45561953,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),endocrinological,no
45561953,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),endocrinological,no
45561954,Other specified diabetes mellitus with hyperosmolarity with coma,endocrinological,no
45576446,Other specified diabetes mellitus with ketoacidosis with coma,endocrinological,no
45542741,Other specified diabetes mellitus with diabetic nephropathy,endocrinological,no
45561955,Other specified diabetes mellitus with diabetic chronic kidney disease,endocrinological,no
45552388,Other specified diabetes mellitus with other diabetic kidney complication,endocrinological,no
45576447,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,endocrinological,no
45586142,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,endocrinological,no
37200255,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200255,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200256,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200256,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200257,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200257,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200258,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200258,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200259,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200260,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
35206909,Hypopituitarism,endocrinological,yes
37200261,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200262,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200263,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200263,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
35206968,Moderate protein-calorie malnutrition,metabolic,no
37200264,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200264,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200265,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200265,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200266,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200266,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200267,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200268,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200269,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200270,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200271,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200272,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200273,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200274,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,endocrinological,no
37200275,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200276,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200277,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200278,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,endocrinological,no
37200279,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200279,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200280,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200280,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200281,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200281,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200282,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200282,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,endocrinological,no
37200284,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200284,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200285,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200285,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200286,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200286,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
45595804,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,endocrinological,no
37200287,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200287,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,endocrinological,no
37200289,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200289,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
37200290,Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,endocrinological,no
