"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45542794,"F11.188","Opioid abuse with other opioid-induced disorder","MBD018","Opioid-related disorders"
45576500,"F11.19","Opioid abuse with unspecified opioid-induced disorder","MBD018","Opioid-related disorders"
45547677,"F12.220","Cannabis dependence with intoxication, uncomplicated","MBD019","Cannabis-related disorders"
45557164,"F12.221","Cannabis dependence with intoxication delirium","MBD019","Cannabis-related disorders"
45538012,"F12.222","Cannabis dependence with intoxication with perceptual disturbance","MBD019","Cannabis-related disorders"
45591099,"F12.229","Cannabis dependence with intoxication, unspecified","MBD019","Cannabis-related disorders"
1595537,"F12.23","Cannabis dependence with withdrawal","MBD019","Cannabis-related disorders"
45571721,"F12.250","Cannabis dependence with psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45538013,"F12.251","Cannabis dependence with psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45538014,"F12.259","Cannabis dependence with psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45595860,"F12.280","Cannabis dependence with cannabis-induced anxiety disorder","MBD005","Anxiety and fear-related disorders"
45576502,"F12.288","Cannabis dependence with other cannabis-induced disorder","MBD019","Cannabis-related disorders"
45557165,"F12.29","Cannabis dependence with unspecified cannabis-induced disorder","MBD019","Cannabis-related disorders"
1568124,"F12.9","Cannabis use, unspecified","MBD019","Cannabis-related disorders"
45547678,"F12.90","Cannabis use, unspecified, uncomplicated","MBD019","Cannabis-related disorders"
45595861,"F12.920","Cannabis use, unspecified with intoxication, uncomplicated","MBD019","Cannabis-related disorders"
45595862,"F12.921","Cannabis use, unspecified with intoxication delirium","MBD019","Cannabis-related disorders"
45542800,"F12.922","Cannabis use, unspecified with intoxication with perceptual disturbance","MBD019","Cannabis-related disorders"
45542801,"F12.929","Cannabis use, unspecified with intoxication, unspecified","MBD019","Cannabis-related disorders"
1595538,"F12.93","Cannabis use, unspecified with withdrawal","MBD019","Cannabis-related disorders"
45576504,"F12.950","Cannabis use, unspecified with psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45533071,"F12.951","Cannabis use, unspecified with psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45566791,"F12.959","Cannabis use, unspecified with psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45581417,"F12.980","Cannabis use, unspecified with anxiety disorder","MBD005","Anxiety and fear-related disorders"
45605465,"F12.988","Cannabis use, unspecified with other cannabis-induced disorder","MBD019","Cannabis-related disorders"
45591101,"F12.99","Cannabis use, unspecified with unspecified cannabis-induced disorder","MBD019","Cannabis-related disorders"
1568128,"F13","Sedative, hypnotic, or anxiolytic related disorders","MBD020","Sedative-related disorders"
1568129,"F13.1","Sedative, hypnotic or anxiolytic-related abuse","MBD020","Sedative-related disorders"
45562010,"F13.10","Sedative, hypnotic or anxiolytic abuse, uncomplicated","MBD020","Sedative-related disorders"
45552436,"F13.120","Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated","MBD020","Sedative-related disorders"
45538019,"F13.121","Sedative, hypnotic or anxiolytic abuse with intoxication delirium","MBD020","Sedative-related disorders"
45562011,"F13.129","Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified","MBD020","Sedative-related disorders"
725284,"F13.130","Sedative, hypnotic or anxiolytic abuse with withdrawal, uncomplicated","MBD020","Sedative-related disorders"
725285,"F13.131","Sedative, hypnotic or anxiolytic abuse with withdrawal delirium","MBD020","Sedative-related disorders"
725286,"F13.132","Sedative, hypnotic or anxiolytic abuse with withdrawal with perceptual disturbance","MBD020","Sedative-related disorders"
725287,"F13.139","Sedative, hypnotic or anxiolytic abuse with withdrawal, unspecified","MBD020","Sedative-related disorders"
45595863,"F13.14","Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced mood disorder","MBD020","Sedative-related disorders"
45538020,"F13.150","Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45562012,"F13.151","Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45595864,"F13.159","Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45605469,"F14.288","Cocaine dependence with other cocaine-induced disorder","MBD021","Stimulant-related disorders"
45581422,"F13.950","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45571725,"F13.951","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45586204,"F13.959","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45533073,"F13.96","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder","MBD020","Sedative-related disorders"
45542806,"F13.97","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia","MBD020","Sedative-related disorders"
45562015,"F13.980","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder","MBD005","Anxiety and fear-related disorders"
45576508,"F13.981","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sexual dysfunction","MBD020","Sedative-related disorders"
45586205,"F13.982","Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder","MBD020","Sedative-related disorders"
45595868,"F13.988","Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder","MBD020","Sedative-related disorders"
45547679,"F13.99","Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder","MBD020","Sedative-related disorders"
1568141,"F14","Cocaine related disorders","MBD021","Stimulant-related disorders"
1568142,"F14.1","Cocaine abuse","MBD021","Stimulant-related disorders"
45600707,"F14.10","Cocaine abuse, uncomplicated","MBD021","Stimulant-related disorders"
45557169,"F14.120","Cocaine abuse with intoxication, uncomplicated","MBD021","Stimulant-related disorders"
45605467,"F14.121","Cocaine abuse with intoxication with delirium","MBD021","Stimulant-related disorders"
45538029,"F14.122","Cocaine abuse with intoxication with perceptual disturbance","MBD021","Stimulant-related disorders"
45586207,"F14.129","Cocaine abuse with intoxication, unspecified","MBD021","Stimulant-related disorders"
725288,"F14.13","Cocaine abuse, unspecified with withdrawal","MBD021","Stimulant-related disorders"
45538030,"F14.14","Cocaine abuse with cocaine-induced mood disorder","MBD021","Stimulant-related disorders"
45533074,"F14.150","Cocaine abuse with cocaine-induced psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45595871,"F14.151","Cocaine abuse with cocaine-induced psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45581424,"F14.159","Cocaine abuse with cocaine-induced psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45595872,"F14.180","Cocaine abuse with cocaine-induced anxiety disorder","MBD005","Anxiety and fear-related disorders"
45566798,"F14.181","Cocaine abuse with cocaine-induced sexual dysfunction","MBD021","Stimulant-related disorders"
45557170,"F14.182","Cocaine abuse with cocaine-induced sleep disorder","MBD021","Stimulant-related disorders"
45571726,"F14.188","Cocaine abuse with other cocaine-induced disorder","MBD021","Stimulant-related disorders"
45552443,"F14.19","Cocaine abuse with unspecified cocaine-induced disorder","MBD021","Stimulant-related disorders"
1568146,"F14.2","Cocaine dependence","MBD021","Stimulant-related disorders"
45566799,"F14.20","Cocaine dependence, uncomplicated","MBD021","Stimulant-related disorders"
45538031,"F14.220","Cocaine dependence with intoxication, uncomplicated","MBD021","Stimulant-related disorders"
45557171,"F14.221","Cocaine dependence with intoxication delirium","MBD021","Stimulant-related disorders"
45591104,"F14.222","Cocaine dependence with intoxication with perceptual disturbance","MBD021","Stimulant-related disorders"
45557172,"F14.229","Cocaine dependence with intoxication, unspecified","MBD021","Stimulant-related disorders"
45557173,"F14.23","Cocaine dependence with withdrawal","MBD021","Stimulant-related disorders"
45571727,"F14.24","Cocaine dependence with cocaine-induced mood disorder","MBD021","Stimulant-related disorders"
45605468,"F14.250","Cocaine dependence with cocaine-induced psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45600708,"F14.251","Cocaine dependence with cocaine-induced psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
45538032,"F14.259","Cocaine dependence with cocaine-induced psychotic disorder, unspecified","MBD001","Schizophrenia spectrum and other psychotic disorders"
45538033,"F14.280","Cocaine dependence with cocaine-induced anxiety disorder","MBD005","Anxiety and fear-related disorders"
45600709,"F14.281","Cocaine dependence with cocaine-induced sexual dysfunction","MBD021","Stimulant-related disorders"
45542807,"F14.282","Cocaine dependence with cocaine-induced sleep disorder","MBD021","Stimulant-related disorders"
45571732,"F15.250","Other stimulant dependence with stimulant-induced psychotic disorder with delusions","MBD001","Schizophrenia spectrum and other psychotic disorders"
45542810,"F15.251","Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations","MBD001","Schizophrenia spectrum and other psychotic disorders"
